Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.100000	0.477049	0.645328	2.152349	83.752161	80.670000	12.800000	
0.100000	0.480364	0.727974	1.999435	83.462282	77.850000	19.200000	
0.100000	0.475599	0.691780	2.285444	83.848092	79.490000	11.670000	
0.100000	0.478265	0.701097	2.110981	83.581153	80.010000	14.720000	
0.100000	0.478634	0.689937	2.558744	83.645803	78.630000	9.450000	
0.100000	0.468355	0.678842	2.421541	84.081664	80.020000	11.880000	
0.100000	0.473779	0.702937	2.260590	83.862691	79.580000	12.310000	
0.100000	0.470512	0.685853	2.191244	83.766760	78.960000	15.280000	
0.100000	0.469641	0.715816	2.590308	83.858520	78.530000	9.560000	
0.100000	0.474171	0.626619	2.442687	83.764674	81.470000	13.170000	
0.100000	0.474811	0.712854	1.963248	83.641632	78.330000	20.170000	
0.100000	0.468153	0.644932	2.422049	83.708366	80.630000	14.100000	
0.100000	0.471611	0.572068	2.928109	83.681255	82.590000	10.270000	
0.100000	0.464888	0.682596	2.382129	83.937767	79.550000	14.090000	
0.100000	0.465123	0.599083	2.166659	84.056639	81.900000	14.390000	
0.100000	0.468009	0.853793	1.829587	83.773016	74.230000	23.050000	
0.100000	0.464495	0.893118	2.131073	83.931511	72.030000	16.860000	
0.100000	0.471191	0.604125	2.380044	83.898144	81.860000	11.500000	
0.100000	0.465668	0.751301	1.899089	83.806383	76.550000	23.160000	
0.100000	0.467141	0.605866	2.345543	83.918998	81.600000	14.180000	
0.100000	0.455691	0.741138	1.992686	84.325663	76.700000	20.520000	
0.100000	0.465582	0.674015	2.229706	83.804298	80.060000	14.050000	
0.100000	0.461560	0.668141	2.307046	84.064980	79.690000	15.200000	
0.100000	0.459671	0.701620	2.688076	84.092092	79.170000	11.790000	
0.100000	0.452535	0.676459	2.722970	84.304808	78.990000	10.040000	
0.100000	0.463931	0.605978	2.685861	83.996160	82.120000	11.430000	
0.100000	0.460325	0.659642	2.785876	83.944024	80.550000	12.140000	
0.100000	0.458636	0.678648	2.740915	84.227646	79.670000	10.010000	
0.100000	0.460065	0.710703	2.310216	84.152570	78.020000	14.190000	
0.100000	0.456933	0.677222	2.340355	84.252672	80.040000	14.050000	
0.100000	0.458526	0.680071	2.116454	84.115031	79.420000	17.100000	
0.100000	0.455157	0.642988	2.556198	84.275612	80.220000	14.990000	
0.100000	0.455656	0.835715	2.396639	84.210963	76.330000	13.440000	
0.100000	0.454084	0.746536	2.918215	84.198450	77.140000	14.450000	
0.100000	0.458000	0.729910	2.533896	84.117117	77.610000	15.770000	
0.100000	0.453303	0.707700	2.912518	84.348603	77.620000	12.200000	
0.100000	0.453893	0.604438	2.237719	84.265185	81.890000	14.070000	
0.100000	0.462357	0.705146	2.012710	83.983648	79.470000	16.600000	
0.100000	0.452396	0.680325	2.166743	84.229732	78.980000	18.970000	
0.100000	0.453060	0.686554	1.875500	84.140057	78.090000	20.140000	
0.100000	0.456807	0.685989	2.241074	83.977391	77.670000	18.860000	
0.100000	0.448004	0.729945	2.651771	84.354859	78.010000	14.910000	
