Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.100000	0.227312	0.562511	0.136168	92.248334	81.790000	96.300000	
0.100000	0.222363	0.580033	0.153111	92.465221	81.370000	95.510000	
0.100000	0.224236	0.517027	0.000912	92.371376	83.320000	99.980000	
0.100000	0.225298	0.466098	0.000371	92.338008	84.790000	99.990000	
0.100000	0.225472	0.636904	0.694813	92.185770	78.750000	81.270000	
0.100000	0.225446	0.528842	0.013642	92.319239	82.180000	99.650000	
0.100000	0.220461	0.514488	0.000616	92.456880	83.210000	99.980000	
0.100000	0.227401	0.689149	0.001619	92.283786	78.520000	99.950000	
0.100000	0.224827	0.517086	0.081172	92.342179	83.320000	97.830000	
0.100000	0.222369	0.584435	0.001163	92.404743	82.030000	99.970000	
0.100000	0.220496	0.581834	0.031291	92.486076	80.670000	99.090000	
0.100000	0.222755	0.614391	0.000195	92.327581	81.240000	99.990000	
0.100000	0.229374	0.616579	0.067669	92.235820	80.810000	98.170000	
0.100000	0.218626	0.672774	0.048850	92.559067	79.800000	98.560000	
0.100000	0.226556	0.547594	0.242385	92.235821	82.320000	93.340000	
0.100000	0.222550	0.494485	0.000553	92.321325	83.500000	99.980000	
0.100000	0.225949	0.555145	0.001321	92.292128	82.430000	99.970000	
0.100000	0.221102	0.784990	0.011127	92.394316	77.410000	99.740000	
0.100000	0.225309	0.492542	0.054798	92.371376	84.290000	98.430000	
0.100000	0.222901	0.547145	0.004697	92.496503	82.290000	99.850000	
0.100000	0.221228	0.570520	0.000155	92.431854	80.950000	100.000000	
0.100000	0.223681	0.475917	0.011204	92.390145	84.720000	99.750000	
0.100000	0.219863	0.537798	0.000138	92.369290	82.560000	99.990000	
0.100000	0.225010	0.573765	0.015183	92.465221	81.720000	99.610000	
0.010000	0.090207	0.282916	0.001857	97.230503	90.650000	99.970000	
0.100000	0.042662	0.281976	0.001549	98.940583	90.990000	99.970000	
0.100000	0.026069	0.282572	0.001464	99.393129	91.180000	99.970000	
0.100000	0.016590	0.284701	0.001180	99.691351	91.300000	99.970000	
0.100000	0.012152	0.290213	0.001055	99.812308	91.190000	99.970000	
0.100000	0.008380	0.288561	0.000734	99.910325	91.330000	99.970000	
0.100000	0.007032	0.290130	0.001348	99.952034	91.530000	99.970000	
0.100000	0.005545	0.292259	0.001429	99.962462	91.400000	99.970000	
0.100000	0.004700	0.292905	0.001148	99.987487	91.430000	99.970000	
0.100000	0.004149	0.296249	0.001541	99.983316	91.290000	99.970000	
0.100000	0.004008	0.295202	0.001058	99.993744	91.440000	99.970000	
0.100000	0.003275	0.294109	0.001138	100.000000	91.420000	99.970000	
0.100000	0.003387	0.292276	0.000796	99.993744	91.450000	99.970000	
0.100000	0.003012	0.293057	0.000921	100.000000	91.490000	99.980000	
0.100000	0.002969	0.289582	0.000914	99.997915	91.490000	99.970000	
0.100000	0.002925	0.292059	0.000931	100.000000	91.570000	99.970000	
0.100000	0.002893	0.287929	0.001284	99.993744	91.650000	99.970000	
0.100000	0.002648	0.288889	0.000808	100.000000	91.540000	99.980000	
0.100000	0.002674	0.289218	0.000911	100.000000	91.670000	99.980000	
0.100000	0.002557	0.289950	0.000975	100.000000	91.510000	99.980000	
0.100000	0.002845	0.285485	0.000904	99.989573	91.560000	99.980000	
0.100000	0.002435	0.286735	0.001071	100.000000	91.430000	99.980000	
0.100000	0.002419	0.288414	0.001104	100.000000	91.560000	99.980000	
0.100000	0.002740	0.286313	0.000940	99.989573	91.590000	99.980000	
0.100000	0.002481	0.286320	0.001114	100.000000	91.640000	99.980000	
0.100000	0.002314	0.286565	0.000929	100.000000	91.530000	99.980000	
0.100000	0.002237	0.286406	0.000833	100.000000	91.540000	99.980000	
0.100000	0.002288	0.286629	0.000692	100.000000	91.630000	99.990000	
0.100000	0.002273	0.286611	0.000791	100.000000	91.770000	99.990000	
0.100000	0.002268	0.286230	0.000841	100.000000	91.800000	99.980000	
0.010000	0.002225	0.284556	0.000707	100.000000	91.560000	99.990000	
0.010000	0.002138	0.283006	0.000839	100.000000	91.770000	99.990000	
0.010000	0.002242	0.285935	0.000791	99.997915	91.700000	99.990000	
0.010000	0.002171	0.283991	0.000787	100.000000	91.730000	99.990000	
0.010000	0.002053	0.284346	0.000804	100.000000	91.660000	99.990000	
