Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.010000	0.045367	0.321243	0.001014	98.590225	90.910000	99.970000	
0.010000	0.037988	0.352928	0.002115	98.880105	90.620000	99.950000	
0.010000	0.032743	0.343920	0.002984	99.024002	91.210000	99.950000	
0.010000	0.024919	0.363583	0.003727	99.293027	90.900000	99.940000	
0.010000	0.025169	0.375596	0.001116	99.213779	90.590000	99.980000	
0.010000	0.023218	0.389192	0.001320	99.309710	90.150000	99.970000	
0.010000	0.021318	0.378732	0.002544	99.374360	90.710000	99.940000	
0.010000	0.019233	0.382627	0.003688	99.407727	90.850000	99.880000	
0.010000	0.020096	0.404822	0.011697	99.378531	90.390000	99.740000	
0.010000	0.024269	0.396680	0.004847	99.232548	90.470000	99.890000	
0.010000	0.026860	0.405790	0.001851	99.180412	90.560000	99.960000	
0.010000	0.027869	0.404325	0.001057	99.055284	90.080000	99.980000	
0.010000	0.027026	0.403934	0.003490	99.107420	90.350000	99.930000	
0.010000	0.030434	0.419076	0.001728	99.011489	90.110000	99.940000	
0.010000	0.024323	0.459911	0.003712	99.201266	89.180000	99.890000	
0.010000	0.030231	0.425700	0.001110	98.988549	89.250000	99.970000	
0.010000	0.026562	0.419910	0.000339	99.115762	89.940000	99.990000	
0.010000	0.031161	0.390043	0.000579	99.032343	90.470000	99.990000	
0.010000	0.029375	0.431443	0.005170	99.078224	89.860000	99.870000	
0.010000	0.029330	0.443513	0.000050	99.019831	88.990000	100.000000	
0.010000	0.033863	0.405052	0.000225	98.882190	89.960000	99.990000	
0.010000	0.031252	0.443032	0.016839	98.992720	89.450000	99.580000	
0.010000	0.030052	0.483595	0.000142	99.024002	88.220000	100.000000	
0.010000	0.032002	0.432917	0.013173	99.046942	89.110000	99.640000	
0.010000	0.031795	0.434859	0.007046	98.965609	89.330000	99.810000	
0.010000	0.029219	0.450505	0.000132	99.044856	89.220000	100.000000	
0.010000	0.038798	0.471873	0.001722	98.761233	88.180000	99.970000	
0.010000	0.036636	0.413518	0.000515	98.834224	89.530000	99.980000	
0.010000	0.030715	0.474776	0.005126	99.061540	88.890000	99.880000	
0.010000	0.039643	0.516793	0.000939	98.727866	87.600000	99.980000	
0.010000	0.037605	0.424131	0.004221	98.765404	89.580000	99.890000	
0.010000	0.041611	0.461239	0.003711	98.594396	88.470000	99.880000	
0.010000	0.035986	0.413154	0.000529	98.890532	89.580000	99.990000	
0.010000	0.039967	0.431512	0.000110	98.707011	88.680000	100.000000	
0.010000	0.041282	0.425533	0.000720	98.608994	88.820000	99.970000	
0.010000	0.040171	0.446441	0.116364	98.621507	89.150000	97.770000	
0.010000	0.040910	0.432859	0.002205	98.690327	89.000000	99.920000	
0.010000	0.041060	0.434490	0.019844	98.686156	88.910000	99.530000	
