Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.100000	2.474918	2.313481	1.582928	19.148714	11.440000	95.920000	
0.100000	2.086838	2.000584	1.832486	21.438551	20.530000	34.670000	
0.100000	1.875208	2.246825	1.995894	25.709578	22.080000	2.330000	
0.100000	1.719073	1.774937	1.669091	33.780316	33.840000	20.410000	
0.100000	1.497874	1.407436	1.958855	44.339011	51.270000	8.150000	
0.100000	1.298630	1.687644	1.699187	53.838292	41.400000	22.270000	
0.100000	1.156508	1.190150	1.879905	59.652560	62.070000	13.970000	
0.100000	1.054354	1.155893	1.896807	64.094595	63.780000	13.980000	
0.100000	0.986951	0.933619	1.693959	66.763986	71.580000	17.060000	
0.100000	0.930657	1.063162	1.971874	68.980833	67.190000	15.930000	
0.100000	0.874310	1.533966	0.425311	70.861919	50.730000	86.270000	
0.100000	0.661320	0.853960	0.007179	78.805445	71.730000	99.960000	
0.100000	0.572463	1.009586	0.008735	81.431042	66.490000	99.910000	
0.100000	0.551321	1.171604	0.011781	81.868989	65.140000	99.790000	
0.100000	0.537611	0.918524	0.932227	82.459175	71.030000	78.440000	
0.100000	0.510780	1.025342	1.296803	83.295445	68.430000	69.270000	
0.100000	0.504084	1.234454	2.543052	83.478966	65.740000	50.160000	
0.100000	0.491994	1.008898	1.736029	84.069151	68.480000	62.310000	
0.100000	0.478588	0.719838	0.572515	84.438278	75.540000	84.510000	
0.100000	0.472008	0.858006	0.001447	84.705217	72.990000	99.990000	
0.100000	0.458678	0.713212	0.013736	85.132737	77.330000	99.550000	
0.100000	0.463307	0.755203	0.005719	84.961729	75.880000	99.900000	
0.100000	0.448947	0.743053	0.000928	85.476838	75.980000	100.000000	
0.100000	0.442959	0.771637	3.983811	85.558171	74.640000	26.000000	
0.100000	0.439642	1.217518	0.000897	85.758376	65.240000	100.000000	
0.100000	0.428202	0.804875	1.243103	86.037828	74.720000	69.540000	
0.100000	0.432940	0.857161	0.025984	85.950238	73.340000	99.150000	
0.100000	0.422964	0.970474	0.047933	86.317279	70.730000	98.750000	
0.100000	0.422682	1.172253	0.781932	86.279741	63.160000	74.590000	
0.100000	0.424678	0.994696	0.044890	86.235946	70.570000	98.990000	
0.100000	0.411573	0.911233	0.749812	86.475775	73.380000	79.020000	
0.100000	0.432075	0.809852	3.246423	85.991947	75.130000	41.740000	
0.100000	0.409004	1.026396	0.013527	86.769825	70.080000	99.710000	
0.100000	0.416487	0.938163	0.281742	86.628013	71.780000	92.000000	
0.100000	0.409358	0.846295	0.000642	86.548766	74.850000	100.000000	
0.100000	0.399675	0.643984	0.021878	86.840730	78.390000	99.430000	
0.100000	0.398911	0.796777	0.109466	86.947089	76.650000	96.940000	
0.100000	0.392161	0.896428	0.003172	87.268250	70.830000	99.910000	
0.100000	0.400421	0.743971	0.054024	86.922063	76.960000	98.540000	
0.100000	0.393834	1.499405	1.900324	87.272421	50.290000	34.990000	
0.100000	0.448585	0.938669	0.016036	85.489351	72.920000	99.670000	
0.100000	0.379389	0.656213	0.019664	87.693684	79.180000	99.610000	
0.100000	0.396816	0.871209	0.234688	87.132695	71.130000	93.690000	
0.100000	0.387282	1.267678	0.134934	87.487224	66.800000	96.350000	
0.100000	0.387446	0.934986	0.003288	87.591496	72.030000	99.940000	
0.100000	0.376971	0.965452	0.000598	87.887632	70.360000	99.990000	
0.100000	0.385740	1.059562	0.273562	87.351668	68.630000	92.370000	
0.100000	0.372257	0.820191	2.077300	87.929341	73.990000	54.780000	
0.100000	0.369224	0.862723	0.519025	88.108691	71.580000	85.070000	
0.100000	0.661398	0.856303	1.743606	78.780419	75.640000	20.320000	
0.100000	0.659237	2.303137	0.507196	78.870094	40.430000	82.120000	
0.100000	0.426720	0.802050	0.284898	86.294339	74.820000	92.610000	
0.100000	0.382806	0.819558	0.325202	87.804214	74.080000	91.620000	
0.100000	0.379368	0.929590	1.193564	87.708282	72.230000	66.490000	
0.100000	0.387266	0.628369	0.299941	87.416318	80.090000	91.920000	
0.100000	0.372172	1.050838	0.016761	87.873034	68.630000	99.570000	
0.100000	0.371272	1.477055	0.010227	87.966880	56.380000	99.710000	
0.100000	0.365459	0.491966	0.005773	88.104520	84.090000	99.860000	
0.100000	0.365169	0.831618	2.460822	88.041956	74.560000	39.360000	
0.100000	0.375748	0.660830	0.217173	87.973136	78.850000	93.700000	
0.100000	0.376049	1.155774	0.154123	87.781273	64.910000	96.260000	
0.100000	0.367008	0.799851	0.001747	88.062811	75.860000	99.950000	
0.100000	0.361707	1.126728	0.001682	88.250502	66.330000	99.980000	
0.100000	0.381416	1.194301	0.252489	87.679086	63.170000	93.100000	
0.100000	0.364698	0.693966	0.002248	88.212964	77.790000	99.970000	
0.100000	0.356696	0.724201	0.377179	88.375630	76.910000	89.880000	
0.100000	0.352596	0.829237	0.495178	88.665509	74.940000	86.210000	
0.100000	0.373165	0.678369	0.474410	87.975222	78.840000	85.610000	
0.100000	0.364448	1.842628	0.000162	88.137887	45.750000	100.000000	
0.100000	0.362364	0.720896	0.574745	88.250502	77.930000	82.640000	
0.010000	0.175099	0.297326	0.001949	94.371334	90.190000	99.950000	
0.010000	0.119384	0.288725	0.001781	96.129379	91.090000	99.960000	
0.010000	0.093031	0.299413	0.000831	97.109546	90.740000	99.970000	
0.010000	0.076064	0.317514	0.001186	97.624656	90.750000	99.960000	
0.010000	0.062429	0.316189	0.001828	98.106398	90.880000	99.960000	
0.010000	0.047195	0.343211	0.004118	98.629849	90.660000	99.910000	
0.010000	0.041159	0.356427	0.001069	98.754977	90.540000	99.980000	
0.010000	0.034492	0.355525	0.000906	98.988549	90.800000	99.970000	
0.010000	0.033357	0.373627	0.000637	98.986463	90.790000	99.980000	
0.010000	0.027322	0.377411	0.001416	99.192924	90.440000	99.950000	
